0.000	0.465	N
0.465	14.980	Bb:maj
14.980	19.110	Eb:maj
19.110	21.410	Bb:maj
21.410	22.335	G:min
22.335	24.185	F:maj
24.185	26.030	Eb:maj
26.030	37.125	Bb:maj
37.125	40.820	Eb:7
40.820	44.500	Bb:maj
44.500	46.340	F:maj
46.340	48.165	Eb:maj
48.165	49.975	Bb:maj
49.975	51.800	Bb:7
51.800	55.570	Eb:maj
55.570	59.335	Bb:maj
59.335	63.015	Eb:maj
63.015	66.685	F:maj
66.685	74.130	Bb:maj
74.130	77.825	Eb:7
77.825	81.535	Bb:maj
81.535	83.400	F:7
83.400	85.240	Eb:7
85.240	88.910	Bb:7
88.910	91.735	Eb:maj
91.735	96.395	Bb:maj
96.395	100.100	Eb:maj
100.100	102.860	F:maj
102.860	111.200	Bb:maj
111.200	114.905	Eb:7
114.905	118.625	Bb:maj
118.625	120.490	F:maj
120.490	122.335	Eb:maj
122.335	124.615	Bb:maj
124.615	125.995	F:maj
125.995	137.100	Bb:maj
137.100	138.940	Eb:maj6
138.940	140.780	Eb:min
140.780	143.115	Bb:maj
143.115	146.495	N
